Date,Time,date_time,relative_humidity,altimeter,air_temp
01/18/23,07:49PM,01/18/23-07:49PM,55.41,30.18,62.6
01/18/23,06:47PM,01/18/23-06:47PM,58.55,30.2,57.2
01/18/23,05:47PM,01/18/23-05:47PM,54.35,30.21,55.4
01/18/23,04:47PM,01/18/23-04:47PM,62,30.19,51.8
01/18/23,03:47PM,01/18/23-03:47PM,81.2,30.16,44.6
01/18/23,02:47PM,01/18/23-02:47PM,86.79,30.14,39.2
01/18/23,03:47AM,01/18/23-03:47AM,57.25,29.99,48.2
01/18/23,02:47AM,01/18/23-02:47AM,62,29.97,51.8
01/18/23,01:47AM,01/18/23-01:47AM,71.47,29.96,53.6
01/18/23,12:47AM,01/18/23-12:47AM,54.35,29.94,55.4
01/17/23,11:47PM,01/17/23-11:47PM,50.93,29.92,57.2
01/17/23,10:51PM,01/17/23-10:51PM,50.93,29.91,57.2
01/17/23,09:50PM,01/17/23-09:50PM,44.49,29.9,59
01/17/23,08:47PM,01/17/23-08:47PM,41.44,29.91,59
01/17/23,07:56PM,01/17/23-07:56PM,38.87,29.93,60.8
01/17/23,06:47PM,01/17/23-06:47PM,38.87,29.94,60.8
01/17/23,05:47PM,01/17/23-05:47PM,41.14,29.95,57.2
01/17/23,04:47PM,01/17/23-04:47PM,66.71,29.92,53.6
01/17/23,03:52PM,01/17/23-03:52PM,66.49,29.9,51.8
01/17/23,02:55PM,01/17/23-02:55PM,81.2,29.88,44.6
01/17/23,03:47AM,01/17/23-03:47AM,71.47,29.83,53.6
01/17/23,02:48AM,01/17/23-02:48AM,71.47,29.83,53.6
01/17/23,01:49AM,01/17/23-01:49AM,71.47,29.81,53.6
01/17/23,12:47AM,01/17/23-12:47AM,71.66,29.79,55.4
01/16/23,11:47PM,01/16/23-11:47PM,66.93,29.78,55.4
01/16/23,09:55PM,01/16/23-09:55PM,67.15,29.77,57.2
01/16/23,08:55PM,01/16/23-08:55PM,67.15,29.77,57.2
01/16/23,06:51PM,01/16/23-06:51PM,71.85,29.79,57.2
01/16/23,05:48PM,01/16/23-05:48PM,71.85,29.78,57.2
01/16/23,04:47PM,01/16/23-04:47PM,87.66,29.73,55.4
01/16/23,03:50PM,01/16/23-03:50PM,100,29.72,55.4
01/16/23,02:51PM,01/16/23-02:51PM,100,29.7,57.2
01/16/23,03:50AM,01/16/23-03:50AM,100,29.84,51.8
01/16/23,02:50AM,01/16/23-02:50AM,87.48,29.83,51.8
01/16/23,01:50AM,01/16/23-01:50AM,81.88,29.84,53.6
01/16/23,12:50AM,01/16/23-12:50AM,87.66,29.82,55.4
01/15/23,11:47PM,01/15/23-11:47PM,71.85,29.83,57.2
01/15/23,10:47PM,01/15/23-10:47PM,71.85,29.84,57.2
01/15/23,09:55PM,01/15/23-09:55PM,67.36,29.85,59
01/15/23,08:55PM,01/15/23-08:55PM,63.18,29.85,60.8
01/15/23,07:52PM,01/15/23-07:52PM,63.42,29.88,62.6
01/15/23,06:47PM,01/15/23-06:47PM,77.17,29.9,60.8
01/15/23,05:47PM,01/15/23-05:47PM,93.7,29.91,57.2
01/15/23,04:47PM,01/15/23-04:47PM,100,29.89,55.4
01/15/23,03:47PM,01/15/23-03:47PM,100,29.86,53.6
01/15/23,03:55AM,01/15/23-03:55AM,100,29.8,57.2
01/15/23,02:47AM,01/15/23-02:47AM,100,29.83,57.2
01/15/23,01:47AM,01/15/23-01:47AM,100,29.84,57.2
01/15/23,12:47AM,01/15/23-12:47AM,100,29.86,53.6
01/14/23,11:50PM,01/14/23-11:50PM,100,29.87,53.6
01/14/23,10:55PM,01/14/23-10:55PM,100,29.87,51.8
01/14/23,09:47PM,01/14/23-09:47PM,100,29.88,51.8
01/14/23,08:47PM,01/14/23-08:47PM,100,29.89,53.6
01/14/23,07:47PM,01/14/23-07:47PM,93.65,29.93,55.4
01/14/23,06:47PM,01/14/23-06:47PM,93.65,29.99,55.4
01/14/23,05:59PM,01/14/23-05:59PM,100,30,55.4
01/14/23,04:55PM,01/14/23-04:55PM,87.66,29.99,55.4
01/14/23,03:53PM,01/14/23-03:53PM,93.6,30,53.6
01/14/23,02:50PM,01/14/23-02:50PM,87.38,30.01,50
01/14/23,03:55AM,01/14/23-03:55AM,71.27,30.09,51.8
01/14/23,02:55AM,01/14/23-02:55AM,66.49,30.09,51.8
01/14/23,01:52AM,01/14/23-01:52AM,66.93,30.09,55.4
01/14/23,12:55AM,01/14/23-12:55AM,62.72,30.09,57.2
01/13/23,11:47PM,01/13/23-11:47PM,67.79,30.09,62.6
01/13/23,09:47PM,01/13/23-09:47PM,77.17,30.11,60.8
01/13/23,08:47PM,01/13/23-08:47PM,52.3,30.12,66.2
01/13/23,07:47PM,01/13/23-07:47PM,55.67,30.15,64.4
01/13/23,06:47PM,01/13/23-06:47PM,45.93,30.17,68
01/13/23,05:48PM,01/13/23-05:48PM,51.76,30.18,62.6
01/13/23,04:48PM,01/13/23-04:48PM,58.55,30.18,57.2
01/13/23,03:48PM,01/13/23-03:48PM,81.48,30.15,48.2
01/13/23,02:53PM,01/13/23-02:53PM,75.84,30.16,46.4
01/13/23,03:47AM,01/13/23-03:47AM,62.24,30.15,53.6
01/13/23,02:47AM,01/13/23-02:47AM,58.29,30.14,55.4
01/13/23,01:47AM,01/13/23-01:47AM,50.93,30.13,57.2
01/13/23,12:47AM,01/13/23-12:47AM,36.77,30.12,64.4
01/12/23,11:47PM,01/12/23-11:47PM,34.84,30.14,68
01/12/23,10:52PM,01/12/23-10:52PM,26.74,30.15,71.6
01/12/23,09:47PM,01/12/23-09:47PM,30.82,30.16,71.6
01/12/23,08:49PM,01/12/23-08:49PM,32.76,30.16,69.8
01/12/23,07:53PM,01/12/23-07:53PM,37.66,30.18,69.8
01/12/23,06:53PM,01/12/23-06:53PM,48.59,30.22,64.4
01/12/23,05:47PM,01/12/23-05:47PM,63.64,30.23,64.4
01/12/23,04:48PM,01/12/23-04:48PM,82.01,30.23,55.4
01/12/23,03:47PM,01/12/23-03:47PM,81.88,30.22,53.6
01/12/23,02:47PM,01/12/23-02:47PM,87.38,30.2,50
01/12/23,03:47AM,01/12/23-03:47AM,87.38,30.23,50
01/12/23,02:47AM,01/12/23-02:47AM,87.48,30.23,51.8
01/12/23,01:47AM,01/12/23-01:47AM,81.88,30.22,53.6
01/12/23,12:47AM,01/12/23-12:47AM,71.85,30.22,57.2
01/11/23,11:49PM,01/11/23-11:49PM,72.04,30.21,59
01/11/23,10:53PM,01/11/23-10:53PM,63.18,30.22,60.8
01/11/23,09:50PM,01/11/23-09:50PM,67.79,30.23,62.6
01/11/23,08:59PM,01/11/23-08:59PM,67.99,30.24,64.4
01/11/23,07:49PM,01/11/23-07:49PM,67.57,30.25,60.8
01/11/23,06:47PM,01/11/23-06:47PM,100,30.28,57.2
01/11/23,05:47PM,01/11/23-05:47PM,100,30.28,51.8
01/11/23,04:49PM,01/11/23-04:49PM,100,30.26,50
01/11/23,03:48PM,01/11/23-03:48PM,100,30.24,46.4
01/11/23,02:52PM,01/11/23-02:52PM,100,30.21,44.6
01/11/23,03:47AM,01/11/23-03:47AM,87.48,30.13,51.8
01/11/23,02:47AM,01/11/23-02:47AM,87.57,30.1,53.6
01/11/23,01:47AM,01/11/23-01:47AM,87.66,30.09,55.4
01/11/23,12:47AM,01/11/23-12:47AM,87.75,30.07,57.2
01/10/23,11:47PM,01/10/23-11:47PM,87.85,30.06,59
01/10/23,10:47PM,01/10/23-10:47PM,87.85,30.03,59
01/10/23,09:47PM,01/10/23-09:47PM,93.75,30.02,59
01/10/23,08:47PM,01/10/23-08:47PM,100,30.02,57.2
01/10/23,07:47PM,01/10/23-07:47PM,100,30.04,57.2
01/10/23,06:47PM,01/10/23-06:47PM,100,30.05,55.4
01/09/23,11:49PM,01/09/23-11:49PM,100,30.06,59
01/09/23,10:47PM,01/09/23-10:47PM,100,30.05,59
01/09/23,09:47PM,01/09/23-09:47PM,100,30.05,59
01/09/23,08:47PM,01/09/23-08:47PM,100,30.08,57.2
01/09/23,07:50PM,01/09/23-07:50PM,93.75,30.1,59
01/09/23,07:25PM,01/09/23-07:25PM,93.75,30.13,59
01/09/23,06:52PM,01/09/23-06:52PM,93.75,30.13,59
01/09/23,05:52PM,01/09/23-05:52PM,93.7,30.16,57.2
01/09/23,04:47PM,01/09/23-04:47PM,76.68,30.16,55.4
01/09/23,03:55PM,01/09/23-03:55PM,100,30.15,57.2
01/09/23,02:53PM,01/09/23-02:53PM,100,30.14,57.2
01/09/23,03:47AM,01/09/23-03:47AM,71.85,30.15,57.2
01/09/23,02:50AM,01/09/23-02:50AM,71.85,30.15,57.2
01/09/23,01:47AM,01/09/23-01:47AM,71.85,30.13,57.2
01/09/23,12:47AM,01/09/23-12:47AM,62.95,30.13,59
01/08/23,11:47PM,01/08/23-11:47PM,55.15,30.12,60.8
01/08/23,10:47PM,01/08/23-10:47PM,55.41,30.13,62.6
01/08/23,09:50PM,01/08/23-09:50PM,52.03,30.13,64.4
01/08/23,08:50PM,01/08/23-08:50PM,55.67,30.15,64.4
01/08/23,07:47PM,01/08/23-07:47PM,42.9,30.17,68
01/08/23,06:48PM,01/08/23-06:48PM,52.3,30.19,66.2
01/08/23,05:49PM,01/08/23-05:49PM,55.41,30.22,62.6
01/08/23,04:55PM,01/08/23-04:55PM,93.7,30.2,57.2
01/08/23,03:59PM,01/08/23-03:59PM,93.4,30.2,46.4
01/08/23,02:55PM,01/08/23-02:55PM,93.4,30.18,46.4
01/08/23,03:55AM,01/08/23-03:55AM,71.47,30.14,53.6
01/08/23,02:48AM,01/08/23-02:48AM,71.27,30.13,51.8
01/08/23,01:51AM,01/08/23-01:51AM,71.66,30.12,55.4
01/08/23,12:47AM,01/08/23-12:47AM,67.15,30.12,57.2
01/07/23,11:47PM,01/07/23-11:47PM,63.42,30.11,62.6
01/07/23,10:47PM,01/07/23-10:47PM,63.42,30.11,62.6
01/07/23,09:47PM,01/07/23-09:47PM,48.87,30.11,66.2
01/07/23,08:47PM,01/07/23-08:47PM,30.82,30.13,71.6
01/07/23,07:52PM,01/07/23-07:52PM,32.76,30.15,69.8
01/07/23,06:47PM,01/07/23-06:47PM,37.07,30.18,66.2
01/07/23,05:49PM,01/07/23-05:49PM,51.21,30.18,59
01/07/23,04:52PM,01/07/23-04:52PM,71.66,30.18,55.4
01/07/23,03:48PM,01/07/23-03:48PM,87.19,30.17,46.4
01/07/23,02:52PM,01/07/23-02:52PM,81.2,30.16,44.6
01/07/23,03:50AM,01/07/23-03:50AM,87.48,30.19,51.8
01/07/23,02:47AM,01/07/23-02:47AM,81.61,30.17,50
01/07/23,01:51AM,01/07/23-01:51AM,76.18,30.17,50
01/07/23,12:47AM,01/07/23-12:47AM,62.48,30.17,55.4
01/06/23,11:47PM,01/06/23-11:47PM,54.89,30.18,59
01/06/23,10:52PM,01/06/23-10:52PM,51.48,30.19,60.8
01/06/23,09:47PM,01/06/23-09:47PM,48.59,30.18,64.4
01/06/23,08:59PM,01/06/23-08:59PM,59.05,30.2,60.8
01/06/23,07:47PM,01/06/23-07:47PM,55.67,30.22,64.4
01/06/23,06:55PM,01/06/23-06:55PM,59.3,30.25,62.6
01/06/23,05:47PM,01/06/23-05:47PM,87.85,30.26,59
01/06/23,04:50PM,01/06/23-04:50PM,93.55,30.25,51.8
01/06/23,03:47PM,01/06/23-03:47PM,93.4,30.24,46.4
01/06/23,02:47PM,01/06/23-02:47PM,100,30.22,42.8
01/06/23,03:47AM,01/06/23-03:47AM,93.6,30.18,53.6
01/06/23,02:47AM,01/06/23-02:47AM,87.75,30.16,57.2
01/06/23,01:47AM,01/06/23-01:47AM,87.75,30.11,57.2
01/06/23,12:47AM,01/06/23-12:47AM,87.85,30.09,59
01/05/23,11:47PM,01/05/23-11:47PM,77.17,30.08,60.8
01/05/23,10:47PM,01/05/23-10:47PM,72.42,30.06,62.6
01/05/23,09:47PM,01/05/23-09:47PM,67.79,30.04,62.6
01/05/23,08:47PM,01/05/23-08:47PM,77.33,30.04,62.6
01/05/23,07:47PM,01/05/23-07:47PM,100,30.05,62.6
01/05/23,06:47PM,01/05/23-06:47PM,100,30.06,60.8
01/05/23,05:55PM,01/05/23-05:55PM,100,30.05,59
01/05/23,03:48PM,01/05/23-03:48PM,100,30.01,55.4
01/05/23,02:50PM,01/05/23-02:50PM,100,30.02,55.4
01/05/23,03:50AM,01/05/23-03:50AM,100,30.06,57.2
01/05/23,02:50AM,01/05/23-02:50AM,100,30.06,57.2
01/05/23,01:50AM,01/05/23-01:50AM,100,30.06,57.2
01/05/23,12:55AM,01/05/23-12:55AM,100,30.05,57.2
01/04/23,11:48PM,01/04/23-11:48PM,100,30.05,59
01/04/23,10:47PM,01/04/23-10:47PM,100,30.04,59
01/04/23,10:27PM,01/04/23-10:27PM,100,30.05,59
01/04/23,09:55PM,01/04/23-09:55PM,100,30.05,60.8
01/04/23,08:48PM,01/04/23-08:48PM,100,30.07,60.8
01/04/23,07:50PM,01/04/23-07:50PM,100,30.09,60.8
01/04/23,06:48PM,01/04/23-06:48PM,100,30.12,60.8
01/04/23,05:53PM,01/04/23-05:53PM,100,30.12,59
01/04/23,04:47PM,01/04/23-04:47PM,100,30.11,57.2
01/04/23,03:47PM,01/04/23-03:47PM,100,30.09,57.2
01/04/23,02:54PM,01/04/23-02:54PM,100,30.09,57.2
01/04/23,03:48AM,01/04/23-03:48AM,100,30.07,57.2
01/04/23,02:48AM,01/04/23-02:48AM,100,30.06,57.2
01/04/23,01:50AM,01/04/23-01:50AM,100,30.04,57.2
01/04/23,12:50AM,01/04/23-12:50AM,100,30.02,57.2
01/03/23,11:50PM,01/03/23-11:50PM,100,30.03,57.2
01/03/23,10:47PM,01/03/23-10:47PM,100,30.03,55.4
01/03/23,09:47PM,01/03/23-09:47PM,100,30.01,55.4
01/03/23,08:55PM,01/03/23-08:55PM,100,30.02,55.4
01/03/23,07:51PM,01/03/23-07:51PM,100,30.04,53.6
01/03/23,06:57PM,01/03/23-06:57PM,100,30.07,53.6
01/03/23,05:47PM,01/03/23-05:47PM,100,30.08,51.8
01/03/23,04:47PM,01/03/23-04:47PM,100,30.07,51.8
01/03/23,03:47PM,01/03/23-03:47PM,100,30.04,50
01/03/23,02:55PM,01/03/23-02:55PM,100,30.04,50
01/03/23,03:50AM,01/03/23-03:50AM,81.75,30.03,51.8
01/03/23,02:50AM,01/03/23-02:50AM,87.48,30.01,51.8
01/03/23,12:47AM,01/03/23-12:47AM,71.66,30.03,55.4
01/02/23,11:47PM,01/02/23-11:47PM,66.93,30,55.4
01/02/23,10:47PM,01/02/23-10:47PM,58.55,29.96,57.2
01/02/23,09:47PM,01/02/23-09:47PM,62.72,29.99,57.2
01/02/23,08:55PM,01/02/23-08:55PM,62.72,30.01,57.2
01/02/23,07:55PM,01/02/23-07:55PM,58.8,30.01,59
01/02/23,06:47PM,01/02/23-06:47PM,66.93,30.01,55.4
01/02/23,05:47PM,01/02/23-05:47PM,62.48,30.02,55.4
01/02/23,04:47PM,01/02/23-04:47PM,76.35,29.99,51.8
01/02/23,03:47PM,01/02/23-03:47PM,87.19,29.98,46.4
01/02/23,02:47PM,01/02/23-02:47PM,81.2,29.95,44.6
01/02/23,03:47AM,01/02/23-03:47AM,82.01,29.84,55.4
01/02/23,02:47AM,01/02/23-02:47AM,76.68,29.81,55.4
01/02/23,01:47AM,01/02/23-01:47AM,76.68,29.77,55.4
01/02/23,12:52AM,01/02/23-12:52AM,76.68,29.76,55.4
01/01/23,11:47PM,01/01/23-11:47PM,72.04,29.75,59
01/01/23,10:49PM,01/01/23-10:49PM,67.36,29.75,59
01/01/23,09:51PM,01/01/23-09:51PM,67.36,29.74,59
01/01/23,08:48PM,01/01/23-08:48PM,71.85,29.75,57.2
01/01/23,07:49PM,01/01/23-07:49PM,72.04,29.77,59
01/01/23,05:47PM,01/01/23-05:47PM,76.85,29.79,57.2
01/01/23,04:57PM,01/01/23-04:57PM,82.14,29.79,57.2
01/01/23,03:47PM,01/01/23-03:47PM,76.68,29.76,55.4
01/01/23,02:55PM,01/01/23-02:55PM,82.01,29.76,55.4
01/01/23,03:47AM,01/01/23-03:47AM,100,29.84,57.2
01/01/23,02:47AM,01/01/23-02:47AM,100,29.85,57.2
01/01/23,02:00AM,01/01/23-02:00AM,100,29.88,57.2
01/01/23,01:52AM,01/01/23-01:52AM,100,29.89,57.2
01/01/23,12:48AM,01/01/23-12:48AM,100,29.92,59
12/31/22,11:47PM,12/31/22-11:47PM,100,29.94,59
12/31/22,10:51PM,12/31/22-10:51PM,100,29.95,59
12/31/22,09:47PM,12/31/22-09:47PM,100,29.96,60.8
12/31/22,08:47PM,12/31/22-08:47PM,100,29.98,59
12/31/22,07:50PM,12/31/22-07:50PM,100,30.02,60.8
12/31/22,06:50PM,12/31/22-06:50PM,100,30.04,60.8
12/31/22,05:50PM,12/31/22-05:50PM,100,30.06,60.8
12/31/22,04:55PM,12/31/22-04:55PM,100,30.05,59
12/31/22,03:48PM,12/31/22-03:48PM,100,30.03,57.2
12/31/22,02:50PM,12/31/22-02:50PM,100,30.01,57.2
12/31/22,03:47AM,12/31/22-03:47AM,93.7,30.1,57.2
12/31/22,02:55AM,12/31/22-02:55AM,93.7,30.1,57.2
12/31/22,01:47AM,12/31/22-01:47AM,100,30.09,55.4
12/31/22,12:53AM,12/31/22-12:53AM,93.65,30.08,55.4
12/30/22,11:47PM,12/30/22-11:47PM,87.85,30.08,59
12/30/22,10:50PM,12/30/22-10:50PM,87.94,30.08,60.8
12/30/22,09:47PM,12/30/22-09:47PM,87.94,30.09,60.8
12/30/22,08:47PM,12/30/22-08:47PM,93.75,30.1,59
12/30/22,07:47PM,12/30/22-07:47PM,93.7,30.11,57.2
12/30/22,06:49PM,12/30/22-06:49PM,87.94,30.13,60.8
12/30/22,05:47PM,12/30/22-05:47PM,93.7,30.13,57.2
12/30/22,04:55PM,12/30/22-04:55PM,93.7,30.11,57.2
12/30/22,03:55PM,12/30/22-03:55PM,100,30.11,55.4
12/30/22,02:47PM,12/30/22-02:47PM,93.65,30.08,55.4
12/30/22,03:47AM,12/30/22-03:47AM,87.66,30.04,55.4
12/30/22,02:47AM,12/30/22-02:47AM,76.85,30.02,57.2
12/30/22,01:47AM,12/30/22-01:47AM,82.14,30.01,57.2
12/30/22,12:47AM,12/30/22-12:47AM,77.01,29.99,59
12/29/22,11:47PM,12/29/22-11:47PM,67.57,30,60.8
12/29/22,10:47PM,12/29/22-10:47PM,72.23,29.99,60.8
12/29/22,09:47PM,12/29/22-09:47PM,72.23,29.97,60.8
12/29/22,07:47PM,12/29/22-07:47PM,72.23,30.01,60.8
12/29/22,06:47PM,12/29/22-06:47PM,82.27,30.01,59
12/29/22,05:47PM,12/29/22-05:47PM,87.75,30.02,57.2
12/29/22,04:47PM,12/29/22-04:47PM,93.65,30.03,55.4
12/29/22,03:47PM,12/29/22-03:47PM,100,30,53.6
12/29/22,02:47PM,12/29/22-02:47PM,93.6,29.99,53.6
12/29/22,03:51AM,12/29/22-03:51AM,87.48,29.95,51.8
12/29/22,02:56AM,12/29/22-02:56AM,100,29.95,53.6
12/29/22,01:47AM,12/29/22-01:47AM,87.57,29.93,53.6
12/29/22,12:47AM,12/29/22-12:47AM,82.14,29.92,57.2
12/28/22,11:57PM,12/28/22-11:57PM,72.23,29.91,60.8
12/28/22,10:47PM,12/28/22-10:47PM,72.42,29.91,62.6
12/28/22,09:47PM,12/28/22-09:47PM,72.42,29.91,62.6
12/28/22,08:47PM,12/28/22-08:47PM,72.6,29.91,64.4
12/28/22,07:54PM,12/28/22-07:54PM,82.65,29.92,64.4
12/28/22,06:47PM,12/28/22-06:47PM,82.4,29.95,60.8
12/28/22,04:53PM,12/28/22-04:53PM,100,29.94,57.2
12/28/22,03:50PM,12/28/22-03:50PM,100,29.92,51.8
12/28/22,02:50PM,12/28/22-02:50PM,100,29.89,53.6
12/28/22,03:47AM,12/28/22-03:47AM,93.65,29.93,55.4
12/28/22,02:47AM,12/28/22-02:47AM,87.75,29.93,57.2
12/28/22,01:47AM,12/28/22-01:47AM,93.7,29.92,57.2
12/28/22,12:47AM,12/28/22-12:47AM,93.7,29.94,57.2
12/27/22,11:47PM,12/27/22-11:47PM,93.7,29.96,57.2
12/27/22,10:47PM,12/27/22-10:47PM,77.17,29.97,60.8
12/27/22,09:47PM,12/27/22-09:47PM,72.42,29.99,62.6
12/27/22,08:47PM,12/27/22-08:47PM,72.6,30,64.4
12/27/22,07:50PM,12/27/22-07:50PM,77.48,30.02,64.4
12/27/22,06:47PM,12/27/22-06:47PM,77.33,30.04,62.6
12/27/22,05:55PM,12/27/22-05:55PM,82.52,30.06,62.6
12/27/22,04:50PM,12/27/22-04:50PM,87.85,30.04,59
12/27/22,03:50PM,12/27/22-03:50PM,87.48,30.06,51.8
12/27/22,02:55PM,12/27/22-02:55PM,93.5,30.04,50
12/27/22,03:47AM,12/27/22-03:47AM,47.17,30.05,55.4
12/27/22,02:47AM,12/27/22-02:47AM,44.49,30.04,59
12/27/22,01:47AM,12/27/22-01:47AM,41.73,30.04,60.8
12/27/22,12:51AM,12/27/22-12:51AM,45.07,30.03,62.6
12/26/22,11:47PM,12/26/22-11:47PM,39.75,30.02,66.2
12/26/22,10:47PM,12/26/22-10:47PM,40.34,30.02,69.8
12/26/22,09:47PM,12/26/22-09:47PM,31.97,30.03,78.8
12/26/22,08:50PM,12/26/22-08:50PM,40.92,30.05,73.4
12/26/22,07:47PM,12/26/22-07:47PM,29,30.08,73.4
12/26/22,06:47PM,12/26/22-06:47PM,25.45,30.1,75.2
12/26/22,05:47PM,12/26/22-05:47PM,30.53,30.11,69.8
12/26/22,04:47PM,12/26/22-04:47PM,51.76,30.11,62.6
12/26/22,03:51PM,12/26/22-03:51PM,54.08,30.1,53.6
12/26/22,02:51PM,12/26/22-02:51PM,53.81,30.08,51.8
12/26/22,03:52AM,12/26/22-03:52AM,47.17,30.12,55.4
12/26/22,02:52AM,12/26/22-02:52AM,44.2,30.13,57.2
12/26/22,01:47AM,12/26/22-01:47AM,38.87,30.11,60.8
12/26/22,12:47AM,12/26/22-12:47AM,26.46,30.11,69.8
12/25/22,11:53PM,12/25/22-11:53PM,30.53,30.12,69.8
12/25/22,10:50PM,12/25/22-10:50PM,35.42,30.13,71.6
12/25/22,09:50PM,12/25/22-09:50PM,27.87,30.13,78.8
12/25/22,08:55PM,12/25/22-08:55PM,24.25,30.14,78.8
12/25/22,07:57PM,12/25/22-07:57PM,24.25,30.16,78.8
12/25/22,06:47PM,12/25/22-06:47PM,31.11,30.2,73.4
12/25/22,05:47PM,12/25/22-05:47PM,30.53,30.21,69.8
12/25/22,04:47PM,12/25/22-04:47PM,45.36,30.21,64.4
12/25/22,03:50PM,12/25/22-03:50PM,54.35,30.19,55.4
12/25/22,02:59PM,12/25/22-02:59PM,57.52,30.19,50
12/25/22,03:52AM,12/25/22-03:52AM,62,30.19,51.8
12/25/22,02:47AM,12/25/22-02:47AM,66.71,30.19,53.6
12/25/22,01:49AM,12/25/22-01:49AM,67.15,30.19,57.2
12/25/22,12:55AM,12/25/22-12:55AM,51.48,30.18,60.8
12/24/22,11:50PM,12/24/22-11:50PM,52.03,30.17,64.4
12/24/22,10:55PM,12/24/22-10:55PM,52.03,30.18,64.4
12/24/22,09:47PM,12/24/22-09:47PM,56.44,30.19,69.8
12/24/22,08:54PM,12/24/22-08:54PM,46.78,30.2,73.4
12/24/22,07:59PM,12/24/22-07:59PM,27.87,30.22,78.8
12/24/22,06:49PM,12/24/22-06:49PM,38.24,30.27,73.4
12/24/22,05:47PM,12/24/22-05:47PM,35.42,30.28,71.6
12/24/22,04:47PM,12/24/22-04:47PM,55.15,30.27,60.8
12/24/22,03:47PM,12/24/22-03:47PM,93.45,30.25,48.2
12/24/22,02:54PM,12/24/22-02:54PM,93.35,30.22,44.6
12/24/22,03:50AM,12/24/22-03:50AM,87.57,30.17,53.6
12/24/22,02:55AM,12/24/22-02:55AM,93.6,30.16,53.6
12/24/22,01:55AM,12/24/22-01:55AM,87.66,30.14,55.4
12/24/22,12:47AM,12/24/22-12:47AM,87.75,30.12,57.2
12/23/22,11:47PM,12/23/22-11:47PM,77.17,30.11,60.8
12/23/22,10:47PM,12/23/22-10:47PM,77.33,30.1,62.6
12/23/22,09:47PM,12/23/22-09:47PM,63.87,30.1,66.2
12/23/22,08:47PM,12/23/22-08:47PM,56.19,30.1,68
12/23/22,07:47PM,12/23/22-07:47PM,49.15,30.13,68
12/23/22,06:55PM,12/23/22-06:55PM,52.03,30.16,64.4
12/23/22,05:47PM,12/23/22-05:47PM,63.18,30.17,60.8
12/23/22,04:47PM,12/23/22-04:47PM,82.01,30.16,55.4
12/23/22,03:47PM,12/23/22-03:47PM,93.4,30.14,46.4
12/23/22,02:47PM,12/23/22-02:47PM,86.99,30.13,42.8
12/23/22,03:47AM,12/23/22-03:47AM,87.48,30.08,51.8
12/23/22,02:47AM,12/23/22-02:47AM,93.6,30.06,53.6
12/23/22,01:47AM,12/23/22-01:47AM,87.75,30.06,57.2
12/23/22,12:47AM,12/23/22-12:47AM,72.23,30.05,60.8
12/22/22,11:47PM,12/22/22-11:47PM,59.3,30.04,62.6
12/22/22,09:48PM,12/22/22-09:48PM,29,30.04,73.4
12/22/22,08:47PM,12/22/22-08:47PM,40.34,30.06,69.8
12/22/22,07:47PM,12/22/22-07:47PM,52.03,30.07,64.4
12/22/22,06:47PM,12/22/22-06:47PM,52.03,30.1,64.4
12/22/22,05:47PM,12/22/22-05:47PM,55.15,30.11,60.8
12/22/22,04:47PM,12/22/22-04:47PM,76.68,30.1,55.4
12/22/22,03:47PM,12/22/22-03:47PM,93.4,30.08,46.4
12/22/22,02:47PM,12/22/22-02:47PM,100,30.07,48.2
12/22/22,03:47AM,12/22/22-03:47AM,43.9,30.04,55.4
12/22/22,02:55AM,12/22/22-02:55AM,36.47,30.05,62.6
12/22/22,01:47AM,12/22/22-01:47AM,36.47,30.05,62.6
12/22/22,12:47AM,12/22/22-12:47AM,36.47,30.05,62.6
12/21/22,11:55PM,12/21/22-11:55PM,27.85,30.05,66.2
12/21/22,10:48PM,12/21/22-10:48PM,36.77,30.05,64.4
12/21/22,09:47PM,12/21/22-09:47PM,45.65,30.06,66.2
12/21/22,08:47PM,12/21/22-08:47PM,45.36,30.08,64.4
12/21/22,07:47PM,12/21/22-07:47PM,45.65,30.1,66.2
12/21/22,06:47PM,12/21/22-06:47PM,45.65,30.14,66.2
12/21/22,05:49PM,12/21/22-05:49PM,34.84,30.16,68
12/21/22,04:52PM,12/21/22-04:52PM,76.68,30.16,55.4
12/21/22,03:50PM,12/21/22-03:50PM,87.19,30.14,46.4
12/21/22,02:51PM,12/21/22-02:51PM,86.89,30.13,41
12/21/22,03:47AM,12/21/22-03:47AM,76.02,30.17,48.2
12/21/22,02:47AM,12/21/22-02:47AM,70.88,30.17,48.2
12/21/22,01:47AM,12/21/22-01:47AM,76.52,30.17,53.6
12/21/22,12:47AM,12/21/22-12:47AM,62.72,30.17,57.2
12/20/22,11:47PM,12/20/22-11:47PM,51.48,30.17,60.8
12/20/22,10:47PM,12/20/22-10:47PM,39.16,30.18,62.6
12/20/22,09:47PM,12/20/22-09:47PM,34.25,30.19,64.4
12/20/22,08:47PM,12/20/22-08:47PM,36.77,30.21,64.4
12/20/22,07:47PM,12/20/22-07:47PM,29.94,30.24,66.2
12/20/22,06:47PM,12/20/22-06:47PM,27.85,30.27,66.2
12/20/22,05:47PM,12/20/22-05:47PM,34.25,30.29,64.4
12/20/22,04:50PM,12/20/22-04:50PM,62,30.29,51.8
12/20/22,03:52PM,12/20/22-03:52PM,65.6,30.27,44.6
